GeneID	Name	49	50	51	SHAU	SHAU146	SHAU148	SHAU152	SHAU153	SHAU155	SHAU156	SHAU157	SHAU158	SHAU52	SHAU53	SHAU55	SHAU56	SHAU57	SHAU58	SHAU59	SHAU61	SHAU63	SHAU64	SHAU65	SHBX35	SHBX36	SHBX37	SHBX38	SHCE175	SHCE176	SHCE177	SHCE178	SHCE179	SHCE180	SHCE181	SHCE182	SHCE183	SHCE184	SHCE185	SHCE186	SHCE187	SHCE188	SHCE189	SHCE190	SHCE191	SHCE192	SHCE194	SHCE195	SHCE196	SHCE197	SHCE198
292	"SLC25A5 || Solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5"	-0.87	0.551	0.222	0.638	-0.758	-0.042	0.149	0.425	-0.22	0.525	-1.723	-0.852	-0.81	-0.054	-0.995	-1.1	-0.228	-1.315	-1.674	1.145	0.66	0.328	1.791	0.732	-0.624	-0.597	-0.707	-0.019	0.235	-0.145	1.553	1.222	-0.642	-0.172	0.112	0.656	0.91	0.708	0.183	0.488	0.332	0.266	-0.127	1.435	-0.378	1.125	-0.513	0.389	0.016	-0.418
3818	"KLKB1 || Cytochrome P450, family 4, subfamily V, polypeptide 2"	0.786	-1.541	-0.768	-0.786	0.692	0.306	-0.023	0.352	-1.711	-1.44	0.387	-0.171	1.178	0.24	-0.033	1.155	-0.844	-0.397	1.408	-0.228	-0.518	-0.375	-1.454	-0.21	1.212	1.694	1.609	0.046	-1.77	0.133	-1.629	-0.441	0.801	1.607	0.848	-0.024	0.025	-0.163	2.03	-0.364	0.396	-0.498	1.383	-0.256	1.146	-1.398	0.673	-0.927	0.764	2.919
94239	"H2AFV || H2A histone family, member V"	5.4	-1.979	-0.959	-1.359	2.585	3.23	-0.822	-2.17	1.323	-0.709	2.322	2.98	4.226	0.93	-1.453	4.225	-1.657	-4.427	2.219	-0.09	-0.447	-2.274	-0.296	-0.316	8.223	1.465	4.94	-3.301	-1.304	0.371	-1.83	-1.427	2.154	3.338	0.718	-1.169	-0.943	-1.176	1.707	-0.623	2.382	-0.432	2.221	-1.073	2.301	-2.468	1.033	-2.818	1.768	1.82
84131	CEP78 || Centrosomal protein 78kDa	-0.713	1.714	0.779	2.141	-0.738	-0.721	0.51	2.711	0.356	2.307	-0.058	-0.759	0.427	-0.641	-0.567	-1.046	-0.679	0.135	-0.571	2.911	2.643	2.325	2.51	1.212	-1.183	0.548	-0.364	-0.538	0.244	-1.314	1.315	0.849	-1.032	-1.274	-1.442	-0.024	0.546	1.471	-2.899	0.052	-0.501	0.286	-1.327	1.015	-1.367	1.189	-0.441	1.162	-0.676	-0.471
26118	WSB1 || WD repeat and SOCS box-containing 1	-0.417	-0.748	0.603	-0.113	2.276	1.403	0.053	0.552	-1.423	-0.595	1.857	0.956	1.178	2.087	2.975	1.847	2.631	2.503	0.71	-0.09	-1.519	-0.834	-0.612	-1.898	0.147	0.029	0.379	-0.536	-0.273	0.469	-1.227	-0.457	-0.356	1.008	0.718	-0.823	-0.371	-0.436	1.01	-0.175	1.539	-0.972	0.623	-0.964	0.379	-1.302	-0.225	-2.029	-0.47	0.094
1808	DPYSL2 || Dihydropyrimidinase-like 2	-0.101	-1.962	-1.644	-1.201	0.807	1.42	0.187	-0.501	-0.429	-1.486	0.251	-0.713	1.222	0.136	0.578	1.989	0.69	0.547	-0.003	-1.816	-1.304	-1.75	-1.155	0.075	0.507	1.022	1.766	-1.733	-0.247	1.857	-1.062	-0.08	0.008	-0.046	1.157	0.668	-0.548	-0.621	0.806	-0.336	0.62	-0.15	0.788	0.271	0.61	0.199	1.697	-0.581	1.194	0.253
6713	SQLE || Squalene epoxidase	1.161	-0.967	0.235	0.065	-0.7	1.542	-0.898	-0.646	-0.246	-2.491	0.774	1.033	2.967	1.673	-1.544	1.829	-1.507	-1.993	1.003	-1.836	0	-0.392	-0.296	0.59	3.207	0.457	1.766	-0.116	-0.833	-0.232	-1.08	-0.558	1.282	1.371	-0.41	-0.43	-0.943	-1.142	1.106	-0.771	1.443	-0.241	1.747	0.14	1.645	-0.232	2.326	-0.992	2.428	0.253
56926	NCLN || Nicalin homolog (zebrafish)	-0.2	1.36	0.603	0.302	-1.222	-0.999	0.206	0.297	-0.089	1.598	-0.813	0.415	-0.081	-1.142	-1.331	-1.561	-0.995	-1.235	-1.464	-0.62	1.285	0.934	0.791	0.643	-0.811	-0.276	-1.651	0.177	0.56	0.294	0.675	0.86	-0.46	-0.77	-0.659	0.835	0.661	0.789	-0.236	0.535	-0.65	0.141	-1.34	0.967	-0.775	1.189	-0.675	0.701	-0.264	-1.16
7127	"TNFAIP2 || Tumor necrosis factor, alpha-induced protein 2"	2.147	-1.254	0.374	-1.616	2.508	1.664	-0.061	-0.846	0.905	0.525	3.425	0.214	1.531	2.553	-1.544	1.208	0.555	0.534	-1.139	-1.404	-0.413	-1.472	-0.752	-0.139	2.822	0.625	1.423	-0.633	-0.703	0.498	-1.336	1.107	1.49	2.661	2.83	-1.217	-0.235	-1.581	0.215	-4.045	-0.02	-0.199	2.276	-0.448	2.329	-3.027	-3.029	-3.657	-0.769	0.853
6382	SDC1 || Syndecan 1	-1.363	0.011	-1.054	-1.221	-1.028	0.097	0.948	0.969	-0.664	1.05	-2.477	0.168	-0.744	-2.16	-2.201	-3.016	-1.762	-1.847	0.078	0.714	0.744	-0.523	-0.086	2.261	-2.048	-0.322	-1.679	1.016	-1.224	-1.197	2.742	2.062	-0.733	0.3	0.67	2.172	0.827	1.286	-0.773	0.895	-1.825	0.972	-1.516	2.478	-0.434	1.349	-1.376	2.33	0.745	-0.065
55902	ACSS2 || Acyl-CoA synthetase short-chain family member 2	3.093	-0.816	0.546	0.025	2.025	3.074	0.111	-0.229	0.67	-0.64	1.567	1.682	3.63	0.412	-0.155	4.119	-0.273	-0.33	1.489	-0.62	-0.322	-0.981	-0.752	-0.139	2.928	-0.017	2.023	-0.326	-0.195	-0.437	-0.824	0.05	1.763	1.796	0.089	-0.489	-0.183	-1.662	1.138	-0.638	1.037	-0.664	2.453	-0.004	1.774	-0.567	1.733	-1.075	1.942	-0.012
2193	"FARSA || Phenylalanyl-tRNA synthetase, alpha subunit"	-0.338	1.613	1.708	0.48	-1.106	-0.651	-0.137	0.497	0.8	0.799	-1.587	-0.28	-1.142	-0.14	-1.178	-1.561	-0.694	-0.916	-1.983	-0.09	0.625	0.885	0.055	0.306	-0.571	-0.414	-1.265	0.887	0.131	-0.086	1.151	1.164	0.216	-0.219	-0.101	0.382	0.536	0.72	0.054	0.876	-0.213	0.257	-0.094	0.679	0.13	1.301	-0.279	0.619	0.128	-0.118
84266	"ALKBH7 || AlkB, alkylation repair homolog 7 (E. coli)"	-1.344	0.652	-0.54	0.618	-1.801	-0.599	0.282	1.023	-0.534	0.454	-2.264	-1.378	-1.453	-0.988	-1.896	-1.952	-2.048	-1.66	-1.707	0.91	0.821	0.541	1.51	1.301	-0.212	0.793	-0.193	0.24	0.808	-1.051	0.785	1.121	0.554	-1.416	-0.98	0.251	0.129	0.546	-1.696	0.507	-0.576	1.088	-0.381	0.699	-0.533	0.359	-1.088	0.405	0.147	-0.118
2047	EPHB1 || EPH receptor B1	0.037	1.579	-0.921	1.112	-1.26	-0.738	-0.213	2.493	0.173	6.533	-0.252	0.168	1.973	-0.468	-2.048	-1.135	-1.913	-0.769	-3.556	4.284	5.018	2.276	2.615	3.22	0.64	2.504	1.98	0.046	0.482	-1.051	0.163	-0.211	-1.227	-0.991	-0.53	0.131	-0.225	0.465	0.183	0.139	-0.428	1.03	-0.732	1.53	0.026	-0.072	-0.908	1.524	0.427	-2.378
51330	"TNFRSF12A || Tumor necrosis factor receptor superfamily, member 12A"	-3.2365	1.613	0.165	-0.222	-1.898	-1.3215	-0.2985	0.742	-0.821	1.61	-0.8325	-2.2275	-1.495	-2.661	-2.8575	-1.4455	-2.7405	-3.4495	-1.0985	0.763	1.741	1.2855	0.8175	2.4915	0.3335	0.541	-0.9145	1.4935	1.1265	-0.532	0.7115	2.3005	-1.383	0.0715	-1.051	0.698	1.5095	1.7775	-0.376	0.5255	-0.939	0.3365	-0.436	1.4885	0.439	2.091	-0.603	1.647	-0.4235	0.403
10193	RNF41 || Ring finger protein 41	-0.358	0.618	0.565	0.697	-2.284	-0.581	-0.974	0.388	0.173	-0.321	-0.716	-0.265	-2.335	-0.106	-1.468	-1.827	-1.175	-1.621	-0.944	0.871	0.089	0.999	-0.314	1.052	-0.092	0.93	0.608	0.127	0.3	-0.262	2.047	1.179	0.255	0.993	0.931	0.298	1.546	1.263	0.602	-0.099	-1.248	-0.108	-0.248	0.234	0.67	-0.376	-2.148	0.093	-2.62	-0.365
84319	C3orf26 || Chromosome 3 open reading frame 26	-0.535	1.613	0.759	1.31	-0.468	-1.156	0.548	1.64	-0.481	0.365	-1.413	-0.759	-0.921	-0.935	-2.842	-0.62	-2.018	-1.993	-0.49	1.185	0.982	1.686	1.142	1.024	-0.052	0.778	-0.193	0.111	-0.169	-0.042	1.37	0.846	-1.344	-1.211	-0.73	1.193	0.598	0.604	-1.385	-0.269	-0.629	0.357	-0.248	0.283	-0.729	0.79	0.08	0.471	-0.264	0.712
1593	"CYP27A1 || Cytochrome P450, family 27, subfamily A, polypeptide 1"	1.673	-1.187	-0.711	-0.608	2.025	1.838	-0.555	-2.097	-0.246	-2.171	2.535	0.956	0.029	1.017	1.021	1.368	1.653	0.694	0.321	-0.757	-2.465	-1.472	-0.735	0.252	1.438	-0.674	-0.207	-0.94	-0.221	0.684	0.419	-0.659	0.489	0.993	0.991	-0.215	-0.6	0.303	1.503	-1.263	0.353	-0.739	0.788	-0.388	1.562	-2.228	-1.573	-1.173	-0.096	2.336
55769	ZNF83 || Zinc finger protein 83	1.318	-0.478	-0.254	-1.082	0.981	0.881	-0.08	0.642	0.12	0.022	1.238	0.755	1.134	-0.037	1.647	1.084	0.465	0.946	1.684	-0.522	0	-1.095	0.493	-1.365	-0.079	0.839	1.28	-0.374	-0.924	0.878	-1.794	-1.412	-0.239	0.883	1.335	-0.143	-0.298	-1.407	1.106	-1.13	0.118	-1.187	0.303	-0.808	0.278	-1.063	1.069	-1.206	0.091	2.531
10404	PGCP || Plasma glutamate carboxypeptidase	0.609	-2.266	-2.083	-1.497	0.614	1.35	0.015	0.497	-2.129	-0.915	1.741	0.43	0.846	-0.434	-0.17	0.604	-0.844	-0.37	0.775	-1.071	-0.518	-1.979	-0.892	-0.832	0.759	-0.383	1.509	-1.668	-0.026	2.106	-2.086	-0.833	0.346	0.631	0.789	0.465	-0.589	-0.737	1.299	-0.184	1.218	-0.424	0.909	-0.472	0.906	-0.711	1.59	-0.055	1.792	1.348
7980	TFPI2 || Tissue factor pathway inhibitor 2	1.003	2.861	0.984	0.935	-1.106	-2.966	1.176	-1.462	-1.371	-1.76	-3.484	-9.243	-3.505	0.205	-1.376	-0.869	-3.809	-2.153	-4.757	1.479	2.339	0.836	1.3	3.611	3.966	0.212	1.909	-2.38	2.253	-1.84	1.133	3.379	0.853	2.032	0.314	0.263	2.931	2.419	0.934	-1.831	-0.156	0.224	0.567	0.349	1.054	-1.941	-0.81	-1.206	-4.565	-5.114
643866	CBLN3 || Cerebellin 3 precursor	1.2	-2.047	-2.33	-1.972	2.45	1.438	-1.279	-1.354	0.016	-2.057	0.541	0.817	0.736	-1.038	-0.308	2.06	-0.574	-0.437	0.856	-0.934	-0.411	-2.306	-1.436	0.643	1.571	1.129	2.981	-1.684	-0.247	0.776	-0.422	0.281	1.1	2.882	2.569	0.203	0.154	0.165	1.536	-0.572	1.603	0.457	2.508	-0.172	1.83	-0.919	0.134	-1.831	0.035	0.553
138050	HGSNAT || Heparan-alpha-glucosaminide N-acetyltransferase	0.53	-0.782	-0.311	-0.944	0.247	0.55	-0.023	-0.465	-0.534	-0.777	-0.136	0.709	0.493	1.086	0.639	0.729	0.75	0.534	0.159	-1.267	-1.322	-1.275	-1.103	-0.441	1.704	-0.231	1.466	-0.31	-0.807	0.98	-1.629	-0.486	1.217	1.26	0.991	-0.155	-0.173	0.001	1.375	-0.262	0.407	1.171	1.439	0.068	-0.018	-0.376	0.979	-0.713	1.082	0.906
1111	CHEK1 || CHK1 checkpoint homolog (S. pombe)	-0.693	1.782	0.851	2.002	-0.159	0.15	0.929	2.493	1.611	2.078	-0.736	-0.821	-0.877	-0.71	-1.3	-0.088	-0.86	-0.942	-0.474	2.322	1.496	2.652	3.58	0.323	-1.276	0.319	-1.265	0.314	0.388	-0.817	1.242	1.7	-0.351	-0.755	0.017	0.573	0.994	0.223	-0.429	0.261	-0.618	0.506	-1.274	1.686	0.123	0.918	-0.89	0.307	-0.582	-0.859
4504	MT3 || Metallothionein 3	-0.279	-0.276	0.222	0.203	-2.574	-2.217	-0.27	0.787	-0.22	0.251	-1.336	-1.092	-2.909	-0.33	-2.69	-1.33	-1.988	-2.698	-1.707	0.773	0.107	1.065	0.283	0.27	0.334	0.915	0.479	0.806	0.782	-0.028	1.37	1.309	-0.044	0.977	0.421	0.382	1.598	1.136	1.214	-0.239	-1.601	-0.44	-0.215	0.399	0.407	-0.251	-2.346	-0.417	-3.293	-0.683
10539	GLRX3 || Glutaredoxin 3	-0.693	0.685	0.032	0.48	-1.608	-1.591	1.024	0.243	1.114	0.982	-1.587	0.199	-0.987	-0.71	-1.147	-1.313	-1.055	-1.368	0.5	1.047	1.214	0.868	0.212	0.608	-1.01	-0.322	-0.264	-0.277	0.052	-0.116	1.041	0.774	-0.941	-0.314	-0.066	0.239	0.869	0.465	0.204	0.554	-0.106	0.208	-0.105	0.787	0.038	0.918	-0.279	0.172	-0.657	-1.354
9235	IL32 || Interleukin 32	1.831	-1.507	0.013	-0.351	2.257	-0.007	-1.431	-1.843	-0.089	0.57	5.515	2.795	2.636	0.775	-0.537	0.391	0.75	0.667	-1.236	0.302	-1.251	-0.85	-1.155	-0.441	3.434	1.221	2.895	-0.957	-1.211	-0.262	-0.861	0.47	1.724	2.614	2.237	-1.611	-0.631	-0.436	-0.29	-0.79	-0.597	-0.93	2.585	-1.083	3.077	-2.532	0.008	-0.104	-0.003	-0.277
604	BCL6 || B-cell CLL/lymphoma 6 (zinc finger protein 51)	0.0465	-1.482	-1.2635	-1.7345	0.4595	1.0635	-0.2605	-1.671	-0.3115	-1.5885	0.2315	-0.775	0.515	1.172	0.677	-0.132	1.0365	0.5605	0.0045	-2.395	-0.777	-1.2915	-2.26	0.261	1.225	-0.5745	0.0005	-1.211	0.222	0.637	-0.9615	-0.086	0.19	0.8665	1.4775	0.078	-0.73	-0.286	1.1385	-0.3145	0.583	-0.2695	1.027	-0.304	0.7025	-0.16	0.2715	-0.0055	0.9325	-0.6825
51534	VTA1 || Vps20-associated 1 homolog (S. cerevisiae)	-0.6535	0.846	0.365	1.122	-1.222	0.2105	1.062	1.023	0.3295	1.13	-0.813	-0.86	-0.457	-0.4075	-1.1015	-0.7715	-0.7845	-0.9155	-0.3115	1.116	0.9195	1.171	0.9135	-0.05	-1.017	0.1745	-0.6645	-0.2775	0.254	-0.1155	0.977	1.049	-1.1165	-0.416	-0.57	0.072	0.6815	0.627	-0.381	0.3505	-0.5985	0.075	-0.7395	0.745	-0.4025	0.8775	0.4305	0.43	-0.227	-0.833
10826	C5orf4 || Chromosome 5 open reading frame 4	1.121	-2.907	-0.787	-1.517	0.266	0.689	-0.917	-1.825	0.748	-2.514	1.277	1.002	0.184	1.086	2.731	1.616	2.225	2.21	1.538	-2.189	-1.697	-2.797	-2.804	-0.45	0.467	-0.139	1.466	-0.374	-2.161	0.63	-2.47	-1.137	0.333	0.064	2.118	-0.668	-1.256	-0.544	2.073	0.502	0.778	-1.187	0.986	-0.208	0.379	-0.97	-0.8	-1.469	-0.246	0.288
6840	SVIL || Supervillin	1.279	-0.563	-1.549	0.163	2.122	-0.79	-3.638	-3.132	0.643	-2.514	1.354	0.786	0.78	0.913	0.288	1.687	0.224	-0.237	0.029	-1.208	-1.411	-0.67	-1.734	0.661	3.234	-0.735	1.68	-2.137	0.222	-0.7	-1.062	-0.732	1.594	2.85	2.344	-0.036	-0.037	-0.829	1.761	1.188	3.333	0.465	2.089	-0.94	1.774	-1.813	-0.747	-3.114	-0.171	-1.089
29796	UCRC || Ubiquinol-cytochrome c reductase complex (7.2 kD)	-1.699	0.331	0.679	0.302	-2.014	0.15	-0.517	1.822	-1.005	0.57	-0.291	-1.687	-1.606	-0.865	-0.491	-1.1	-1.582	-1.222	-1.658	1.028	1.018	1.768	1.615	0.768	-0.864	0.655	0.022	-1.426	1.211	-0.247	0.035	1.613	-1.084	0.19	-0.837	0.251	1.16	1.483	-0.58	0.772	-0.576	0.673	-0.667	0.919	-0.221	1.445	1.895	1.557	-0.059	-2.025
57523	KIAA1305 || KIAA1305	1.04	-2.047	-1.435	-1.142	1.464	1.977	0.377	-2.66	-0.377	-2.971	-1.336	0.214	-0.766	-0.209	0.838	1.385	0.389	1.026	-0.328	-2.189	-2.251	-2.601	-2.208	-0.583	1.105	-0.2	1.952	-2.396	0.17	1.141	-0.861	-0.355	0.84	2.079	1.549	0.239	0.015	-1.338	1.697	-0.733	1.517	0.332	2.861	-0.796	0.786	0.918	2.057	-0.022	1.213	-0.312
10969	EBNA1BP2 || EBNA1 binding protein 2	-1.107	1.731	1.136	0.322	-0.7	-0.686	0.434	0.152	0.173	0.982	-1.568	-1.031	-0.899	-0.106	-1.636	-2.289	-1.311	-1.514	-2.275	0.714	0.696	1.032	0.774	0.217	-1.316	-1.071	-1.508	-0.051	0.209	-0.598	2.029	1.903	-0.148	-0.849	-0.73	0.609	0.952	1.402	-0.547	0.8	-1.067	0.374	-0.701	1.063	-0.203	1.349	-0.154	0.899	-0.863	-1.265
23234	"DNAJC9 || DnaJ (Hsp40) homolog, subfamily C, member 9"	-2.271	1.512	-0.007	1.152	-1.164	-0.999	0.948	2.529	0.696	2.649	-0.871	-2.104	-0.192	-1.194	-1.04	-0.532	-0.769	-1.128	-0.117	2.283	1.5	1.866	2.597	0.768	-1.21	1.129	-0.25	-0.504	0.091	-0.422	0.876	0.877	-0.993	-0.55	-0.291	0.024	1.39	0.839	-0.29	0.232	0.005	0.581	-0.427	0.679	-0.859	0.782	-0.154	0.433	-0.657	0.094
3992	FADS1 || Fatty acid desaturase 1	3.192	-0.09	1.25	0.855	0.827	0.237	-1.964	-1.027	-2.286	-1.828	1.025	1.867	3.21	1.794	-1.346	3.426	-1.657	-2.631	1.392	-0.757	-0.858	-0.163	-0.559	-0.05	3.221	1.068	3.324	-1.571	-2.2	-0.437	-2.562	-1.731	2.192	1.559	0.362	-1.074	-1.11	-2.205	2.18	-1.736	2.211	-1.354	2.85	-1.311	2.107	-0.695	2.183	-2.127	2.783	2.019
79135	APOO || Apolipoprotein O	0.474	0.942	1.197	0.958	-0.309	0.484	0.856	1.48	0.701	0.941	-0.206	-0.324	-0.784	-0.12	-0.35	-0.812	-0.601	-1.179	-0.325	1.404	0.807	1.084	1.707	-0.117	-0.835	0.322	-0.919	0.518	0.901	-0.653	1.081	0.415	-0.6	-1.554	-1.286	0.933	0.265	-0.885	-1.909	0.054	-1.5	-0.663	-1.459	0.355	-0.995	1.049	0.299	0.721	-0.13	-0.644
84058	WDR54 || WD repeat domain 54	-0.062	0.685	0.584	0.954	-0.545	-0.338	0.472	-0.065	1.376	0.182	0.522	0.121	-0.965	-0.693	-1.132	-0.798	-1.311	-1.235	-1.025	0.773	0.428	0.328	-0.051	0.945	0.161	0.854	-0.364	0.37	-0.156	-0.379	1.992	1.193	0.008	0.473	0.35	0.072	0.817	1.066	0.301	0.166	-0.48	0.191	-0.337	-1.275	-0.997	0.502	-1.717	0.225	-1.05	-0.259
1601	"DAB2 || Disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)"	-0.87	-3.076	-1.683	-1.814	0.035	0.707	-0.251	-0.519	-0.141	0.433	1.799	-0.574	0.603	-1.055	-1.407	0.409	-0.739	-0.65	-0.02	-0.953	-2.054	-2.11	-1.331	-0.956	0.839	2.336	1.437	-0.374	0.755	1.214	-1.849	-0.327	0.008	0.284	0.943	1.241	0.421	-0.46	0.72	0.384	0.215	-0.017	1.339	0.032	1.211	0.039	1.805	0.932	2.465	1.418
51696	HECA || Headcase homolog (Drosophila)	1.614	-2.367	-1.892	-1.379	1.059	-0.216	-0.613	-0.973	-0.769	-0.366	0.832	1.095	1.752	0.499	0.12	2.024	1.578	1.199	1.83	-0.09	-1.679	-1.226	-0.401	-0.174	0.839	0.663	1.266	-0.811	-1.067	0.674	-1.245	-0.833	-0.174	0.361	0.468	0.37	0.202	-0.633	1.149	-0.099	0.631	-0.066	0.898	-0.208	0.176	-0.424	-0.01	-0.614	0.203	0.447
6993	"DYNLT1 || Dynein, light chain, Tctex-type 1"	-0.7225	1.1745	1.155	0.46	-2.4775	-1.6955	0.3485	0.2975	-0.416	1.5415	-1.3935	-1.347	-1.8155	-0.2615	0.639	-1.694	-0.438	0.055	-1.95	0.4785	1.482	0.617	0.581	0.732	-0.824	1.0375	-0.5145	-0.2205	0.508	0.403	0.721	0.694	-0.993	0.0485	-0.38	0.656	1.338	0.5465	-0.1015	0.469	-0.453	0.071	-0.3645	0.667	-0.189	0.486	-0.2165	0.3315	-0.2555	-0.3735
2791	"GNG11 || Guanine nucleotide binding protein (G protein), gamma 11"	1.121	0.078	1.174	-0.568	-0.468	0.167	1.804	-0.864	0.382	-2.445	-0.852	0.121	-0.369	-1.971	-1.834	0.658	-2.635	-2.512	-0.879	1.361	1.482	-0.228	1.475	1.212	1.491	0.655	0.737	-1.393	-0.026	-1.387	0.31	1.512	-0.655	0.489	-0.244	0.537	1.421	0.743	0.494	-0.459	-1.74	-0.033	0.325	0.355	0.721	-1.366	-2.328	-1.502	-2.732	-1.46
5164	"PDK2 || Pyruvate dehydrogenase kinase, isozyme 2"	1.476	-0.158	0.108	-0.786	0.363	0.393	0.072	-0.737	0.094	-0.046	0.522	0.415	-0.877	0.775	0.975	-0.212	1.533	1.425	-0.425	-0.934	-0.268	-1.75	-1.436	-0.156	1.039	-0.414	-0.035	0.095	-0.703	1.156	-0.934	-0.558	0.281	0.914	1.762	0.036	-0.766	-1.442	1.364	-0.298	0.353	-0.556	0.953	-0.724	0.278	0.087	0.457	-0.104	1.904	0.73
2934	"GSN || Gelsolin (amyloidosis, Finnish type)"	1.161	-2.974	-1.073	-2.446	0.189	0.289	-1.735	-2.751	-1.554	-0.435	0.406	0.894	1.355	-1.228	-1.086	0.817	0.495	-0.53	0.662	-2.699	-1.804	-2.585	-2.821	0.163	1.757	0.915	1.065	-0.407	-1.653	1.419	-2.891	-1.615	-0.733	0.867	1.169	-0.084	-0.506	-0.714	1.342	0.232	2.126	-0.747	1.461	-0.46	1.008	0.486	0.943	-0.022	1.231	1.63
23065	KIAA0090 || KIAA0090	-0.87	0.213	0.927	0.341	-0.99	-0.094	0.624	0.588	-0.246	0.388	-0.078	-0.806	-0.324	-0.399	-0.155	-0.94	-0.995	-0.477	-0.506	0.714	0.446	0.41	1.195	0.235	-1.396	0.457	-0.367	0.531	0.521	-0.583	0.511	0.73	-0.772	-0.896	-0.481	0.215	0.265	0.72	-0.451	0.563	-0.501	0.639	-1.042	1.099	0.01	1.045	0.422	0.57	0.259	-0.118
7430	EZR || Ezrin	-1.087	1.04	0.165	1.923	-0.41	0.985	1.842	1.741	-0.455	1.836	-0.252	-0.311	-0.17	-0.106	-1.178	-1.934	-0.784	-1.873	-1.22	1.44	1.911	1.196	2.755	-0.174	-1.636	1.221	0.251	-1.296	1.25	-0.759	1.187	1.83	-1.747	-0.393	-1.359	-0.358	1.494	1.494	-0.805	0.544	-1.409	-0.299	-1.274	0.703	-1.623	1.54	0.278	2.165	-0.096	-2.342
10592	SMC2 || Structural maintenance of chromosomes 2	-1.641	1.325	0.296	1.348	0.516	0.635	1.916	2.763	0.667	1.322	-0.951	-1.147	-1.519	-1.299	-1.882	-0.782	-2.125	-1.103	-0.768	2.262	1.087	1.865	2.683	-0.336	-1.637	0.18	-1.481	-0.214	-0.026	-1.081	1.295	0.989	-1.501	-0.615	0.349	0.452	0.826	0.534	-1.311	0.354	0.149	0.057	-1.11	0.954	-0.815	0.852	-1.719	0.322	-1.07	-0.773
7965	JTV1 || JTV1 gene	-1.432	0.5	0.0125	-0.0835	-2.0235	-1.1385	0.643	0.7965	-0.678	1.0845	-0.8905	-1.007	-1.3735	-0.6235	-0.857	-2.3955	-1.5295	-0.6825	-1.764	-0.0215	0.7675	0.2875	-0.086	0.1365	-1.01	0.4415	-0.736	0.203	0.4885	-0.2105	0.785	0.781	-0.6745	-0.4715	-0.653	0.758	1.072	0.5925	-0.4725	0.398	-0.074	0.552	-0.1535	0.763	-0.036	0.9015	0.691	0.7505	0.231	-0.2415
9818	NUPL1 || Nucleoporin like 1	-1.147	1.613	0.908	1.192	-1.357	-1.051	1.271	1.168	-0.377	1.164	-1.548	-1.13	-1.871	-0.037	-0.46	-0.727	-0.995	-0.503	-1.123	1.126	1.875	1.556	1.528	0.554	-1.01	0.518	-0.121	-0.488	0.235	-0.773	1.114	1.599	0.385	-0.534	0.207	0.155	1.16	0.997	-0.161	1.131	-0.362	0.266	-0.16	0.967	-0.683	0.918	-0.279	0.455	-0.863	-0.33
10014	HDAC5 || Histone deacetylase 5	1.18	-0.832	-1.778	-0.865	1.349	0.567	-0.765	-1.608	0.722	0.936	0.774	1.002	2.039	0.896	-0.094	1.51	1.744	-0.623	1.181	-2.248	-0.233	-0.932	-2.418	0.11	1.704	-0.506	0.122	-0.73	-0.911	-0.612	-2.233	-0.732	-0.538	0.363	0.255	0.37	-0.756	-1.916	0.967	-0.79	0.962	-1.038	0.843	-0.652	0.472	0.007	-0.082	-0.779	0.932	-0.118
535	"ATP6V0A1 || ATPase, H+ transporting, lysosomal V0 subunit a1"	0.234	-0.934	-0.178	-0.825	0.518	1.055	0.206	-1.281	1.663	-1.394	0.212	0.508	1.575	0.55	0.349	0.8	-0.077	-0.104	-0.101	-1.365	-0.983	-0.539	-2.593	-0.37	1.039	-0.185	-0.064	-0.552	-0.065	0.601	-0.715	-0.08	0.567	0.757	0.611	0.358	-0.173	-0.471	0.827	0.28	1.197	-0.382	0.81	0.152	0.426	0.311	0.26	-0.285	0.745	-0.347
3398	"ID2 || Inhibitor of DNA binding 2, dominant negative helix-loop-helix protein"	-2.507	2.203	-0.14	-0.964	-2.284	-2.322	1.804	0.497	0.408	3.221	-1.258	-2.197	-2.533	-2.886	0.975	-2.271	-1.868	0.082	-2.177	0.792	2.393	1.49	0.598	1.496	-1.888	0.747	-0.622	0.37	0.977	-0.583	-1.08	0.614	-1.929	-0.282	-0.386	1.683	0.306	-0.575	0.516	1.027	-1.227	0.706	-0.837	0.366	-0.395	1.237	-0.8	0.57	-0.339	-1.389
22919	"MAPRE1 || Microtubule-associated protein, RP/EB family, member 1"	-1.916	0.922	0.717	1.014	-2.207	0.08	1.157	1.096	-0.9	0.113	-1.51	-1.439	-0.346	-0.399	-1.04	-1.898	-1.657	-0.969	-1.22	0.635	1.143	1.228	0.896	0.252	-0.877	0.747	-0.35	0.014	1.094	-0.262	1.059	1.078	0.008	-0.361	-0.184	1.146	0.931	0.188	-0.064	0.791	0.012	0.905	0.06	1.267	0.111	1.317	0.691	1.178	-0.208	-0.241
