CLID	NAME	Ca6687 || Present	Ca7367 || Present	Ca9079 || Present	Ca7845 || Present	Ca7722 || Present	Ca7589 || Present	Ca7102 || Present	Ca7811 || Present	Ca11460 || Present	Ca7422 || Present	Ca7493 || Present	Ca8196 || Present	Ca9298 || Present	Ca7732 || Present	Ca7246 || Present	Ca6537 || Present	Ca6388 || Present	Ca8610 || Present	Ca7921 || Present	Ca6257 || Present	Ca8212 || Present	Ca6716 || Present	Ca6014 || Present	Ca7549 || Present	Ca8560 || Present	Ca6144 || Present	Ca7604 || Present	Ca10289 || Present	Ca7357 || Present	Ca8401 || Present	Ca11620 || Present	Ca11442 || Absent	Ca7244 || Absent	Ca11829 || Absent	Ca9909 || Absent	Ca7495 || Absent	Ca7461 || Absent	Ca6125 || Absent	Ca8237 || Absent	Ca10960 || Absent	Ca6042 || Absent	Ca7106 || Absent	Ca7982 || Absent	Ca7214 || Absent	Ca6474 || Absent	Ca6464 || Absent	Ca6188 || Absent	Ca8333 || Absent	Ca6061 || Absent	Ca6366 || Absent	Ca7408 || Absent	Ca6617 || Absent	Ca9126 || Absent	Ca8582 || Absent	Ca9174 || Absent	Ca8174 || Absent	Ca11205 || Absent	Ca10109 || Absent	Ca9539 || Absent	Ca6318 || Absent	Ca9795 || Absent	Ca6146 || Absent	Ca6012 || Absent	Ca13351 || Absent	Ca6206 || Absent	Ca6219 || Absent	Ca10419 || Absent	Ca10481 || Absent	Ca11379 || Absent	Ca6165 || Absent	Ca11570 || Absent	Ca11968 || Absent	Ca10591 || Absent	Ca7609 || Absent	Ca6110 || Absent	Ca9159 || Absent	Ca6021 || Absent	Ca8173 || Absent	Ca9765 || Absent	Ca7366 || Absent	Ca7151 || Absent	Ca10335 || Absent
2043	EPHA4	-1.676	0.697	-0.01746	-0.3208	0.1002	-0.436	-1.423	-0.4485	-1.086	-0.2815	-0.3602	-0.7284	-0.7997	-0.5555	-0.38	0.6573	-0.511041	-0.9141	0.71	0.07709	4.21E-09	-0.1227	-0.3053	-1.399	1.863	-0.9409	-0.6998	-0.67	-1.065	-0.6862	-0.7775	-0.8006	0.101248889	-0.5796	-0.5933	-0.3257	-0.8002	-0.751	-0.03868	-1.685	-0.8179	-0.4095	0.372188889	0.542588	-0.8711	1.288	0.1366	1.171	0.5998	0.138	-0.1741	0.2231	0.05658	0.8192	1.936	0.965	0.399	0.01333	0.2512	0.4391	0.6142	-0.08594	0.3565	0.09625	-0.1166	1.088	-0.005444	1.591	-0.02047	1.086	-0.2563	-0.1783	-0.22789	0.2299	0.7471	0.02643	0.1953	0.6898	0.7722	0.17988	0.373	0.7892
23111	SPG20	-0.5613	-0.5422	0.0004	0.0333	-0.1791	-0.0054	-0.1591	-1.052	-1.356	-0.0934	0.4051	-0.0255	0.4138	0.0653	0.2996	-0.8928	-1.029	-0.4769	-0.0535	0.0725	0.579	0.1601	-0.1441	-1.13	-0.03	-0.3265	-0.259	-0.1782	0.4072	-1.087	-0.4156	0.0137	0.3426	-0.1396	0.3407	0.3354	-0.324	-0.333	-0.369	0.3997	-0.329	0.4454	0.9248	0.4405	0.194	0.1695	-0.1865	0.277	0.4392	0.4858	0.8473	0.4017	0.7693	0.571	0.4965	0.5572	0.8533	-0.0245	0.4012	0.2651	0.7367	0.8252	0.3933	-0.4736	0.3604	0.1226	0.4038	-0.0542	-0.1755	-2.162	-0.8017	-0.3087	-0.5363	0.1621	0.0953	-1.012	-0.9032	-0.1487	-0.2644	-0.801	0.319	-0.0148
79628	SH3TC2	0.2866	1.14E-08	0.0002	-0.0493	-0.2908	-0.3122	0.2258	-0.2722	-0.2041	0.477	0.0375	-0.166	-0.2024	0.1565	0.0175	-0.1987	-0.4213	-0.6307	-0.3307	-0.2211	0.3642	0.0955	-0.1286	-0.0969	-0.1404	-0.1393	-0.183	-0.2888	-0.0144	0.1173	-0.1767	-0.2515	-0.1847	-0.063	-0.1737	-0.024	-0.0668	-0.1857	-0.7325	-0.0502	-0.0327	0.1444	0.2596	0.0142	0.5195	0.2483	-0.5302	0.3314	0.3792	-0.1309	0.2404	0.3787	0.2035	0.1671	0.0995	0.3776	0.3519	0.2275	-0.2177	-0.2005	-0.0397	-0.0707	0.0931	-0.598	-0.0931	0.0123	-0.2918	0.1599	-0.1129	0.2024	0.2623	0.3277	0.4883	-0.6027	-0.0051	-0.2101	0.0875	0.1402	-0.072	0.2445	0.2008	0.0469
51773	RSF1	1.51	0.2791	-0.0031	0.9315	0.1463	0.2254	-0.6001	-0.471	0.8655	-0.0788	-0.0814	-0.5771	0.0716	-0.5594	1.698	0.1548	0.3301	-0.8803	-0.8701	0.6997	0.3839	0.1959	-0.2168	-0.6041	-0.25	0.3421	-0.599	1.095	-0.637	2.908	-1.055	0.1136	0.3684	0.3303	1.447	0.4784	-0.107	-0.4502	-0.1512	0.2829	-0.4625	-0.1805	-0.9052	-6.72E-09	-0.0667	0.3881	0.3262	-0.071	0.343	-0.1933	-0.3271	-0.2249	-0.0094	0.2434	0.1775	0.813	0.102	0.1298	0.2464	0.5466	-0.0693	0.0972	-0.0243	0.5465	2.009	0.0009	-0.0584	-0.5303	-0.5625	-0.4586	0.4522	-0.0813	-0.6243	3.339	2.214	0.2162	-0.8509	0.1594	-0.2246	-0.1095	0.0653	0.2376
5612	PRKRIR	0.9567	0.1074	0.1269	0.8176	0.3239	0.5389	0.2628	0.0952	-0.3717	0.0801	0.1808	-0.2263	0.2203	0.366	2.136	0.7305	0.1726	0.2459	-0.2321	0.4785	0.4842	0.2302	0.5268	0.1579	0.0735	0.5008	0.0807	0.6878	-0.0934	1.721	0.0298	-0.3035	0.6158	-0.3866	1.702	0.18	-0.2173	-0.0829	-0.0596	0.6003	-0.0707	-0.5972	0.0441	-0.1087	-0.2398	-0.3476	-0.0749	-0.2724	0.1144	-0.3181	-0.5493	-0.4196	-0.5865	-0.0714	-0.1327	-6.87E-09	-0.2957	-0.1907	0.0249	0.2093	0.4409	0.5069	-0.2069	-0.5696	-0.1874	-0.2162	-0.0006	0.1352	-0.5075	-0.4088	-0.3393	-0.5613	-0.1987	3.645	2.338	-0.5772	-1.007	-0.695	-0.7449	-1.025	0.5605	0.5324
1207	CLNS1A	1.597	-0.1286	0.0502	0.9035	0.3573	0.3757	0.2208	-0.7041	0.3719	-0.0894	0.0509	0.3723	0.4291	0.2062	2.222	0.6511	0.3797	0.6496	-0.6009	0.3739	0.2534	0.4466	0.4788	0.2545	0.5167	0.0155	-0.4856	1.137	-0.0123	2.313	-0.1709	0.1988	1.072	-0.1669	1.275	0.5881	-0.2214	-0.3281	-0.652	0.4085	-0.0289	-0.4885	-0.1309	-0.3357	0.1253	-0.0255	-0.1582	-1.096	0.2961	-0.2456	-0.2278	-0.5367	-3.82E-10	-0.2922	0.1013	-0.5997	0.1842	-0.2112	0.0825	-0.1396	-0.0118	-0.0146	0.1724	-0.8038	1.515	-0.1662	-0.3856	-0.495	-0.6567	-0.7206	-0.077	0.402	0.1966	4.107	2.11	0.2021	-0.8428	-0.3778	-0.7921	-0.4841	0.0507	-0.3279
6426	SFRS1	0.4022	2.015	-0.1634	-0.7619	0.1441	-0.03	-0.2181	0.3074	0.0702	0.5206	-0.0754	-0.0177	-0.4113	0.2997	0.4558	-0.2091	0.3852	0.1056	0.2625	-0.2031	-0.0478	0.4843	-0.5118	-0.5128	-0.1205	0.145	0.1628	-0.0184	0.8898	-5.91E-09	0.4659	0.424	0.0449	0.3636	-0.1158	-0.425	-0.1602	-0.4046	0.3004	0.0219	0.1549	0.0353	-0.0992	-0.3515	0.0392	-0.4454	-0.6948	-0.1903	0.0181	-0.083	-0.3188	0.3968	0.119	-0.0121	0.0814	-0.2209	0.0165	-0.0821	-0.6996	-0.246	-0.1817	-0.0478	-0.1444	-0.0945	0.0838	0.2332	-0.4924	-0.401	0.3612	-0.5363	0.0868	-0.1471	-0.6813	0.0504	0.2001	-0.5914	0.3471	-0.0801	0.2664	0.2164	0.5231	-0.5628
64844	3/7/2007	0.3914	0.5822	0.2734	-0.4372	-0.07821	-1.17E-08	0.1552	0.4493	0.7761	-1.374	-0.08743	0.6504	0.08876	0.4854	0.7623	0.5142	0.9727	-0.4531	0.3227	0.3597	-0.01511	-0.02329	-0.2002	0.6606	-0.7993	0.3654	-0.2954	0.471	0.8394	-0.02373	0.411	0.4584	0.1299	0.6759	-0.03464	0.5822	0.09761	0.3308	-0.4978	1.37	-0.5493	0.2883	0.1212	-0.2699	0.06961	-0.01285	-0.1472	0.1917	-0.08826	-0.06538	-0.6762	-0.5849	-0.02883	-0.3751	-0.4174	-0.2521	0.2048	0.5588	-0.2033	0.5316	-0.2886	0.293	0.1935	-0.6032	-0.1177	-0.1912	-0.4099	-0.1887	-0.2655	0.3345	0.6458	-0.66	-0.08975	-0.2633	0.2045	-0.14	0.2001	-0.05463	-0.5672	-0.1532	-0.1828	0.7641
10589	DRAP1	0.0972	-0.1527	-0.0083	-0.2856	0.0997	0.5834	0.4184	-0.5393	0.0304	0.7609	0.2355	0.2735	0.3771	0.2266	0.6215	-0.0714	-0.053	0.1573	0.1785	0.535	-0.0273	0.0747	0.2883	0.1189	0.0169	-0.2797	-0.1514	0.7632	-1.21	0.1601	-0.1434	0.4099	0.0475	0.2569	0.0648	-0.1347	-0.0003	-0.0562	0.1223	-0.2157	0.2784	-0.0589	-1.091	-0.3677	-0.0341	-0.4485	-0.4802	-1.215	-0.1677	0.11	8.11E-09	-0.2245	0.0993	-0.0932	-0.2092	-0.2868	-0.4702	-0.4094	0.2496	-0.2854	-0.4731	-0.6357	0.0131	0.28	0.2674	0.2484	0.2638	0.2147	-0.034	-0.8143	0.2113	-0.4978	0.1007	-0.2993	0.4617	0.5408	-0.0823	0.0548	-0.3702	0.0625	0.2195	-0.2124
27238	GPKOW	0.00989	-0.09105	-0.09125	0.5109	0.165	0.1983	0.1929	-0.3773	0.3804	0.02501	0.5503	0.1146	0.4537	-0.2308	0.06636	-0.01038	-0.1951	-0.03252	0.2094	0.1015	0.01033	0.5693	0.3852	0.5127	0.08182	0.06143	-0.1855	2.786	-1.106	-0.3533	0.3602	0.6722	-0.0111	0.1017	0.1433	0.4622	0.0377	0.5743	-0.2901	0.02127	0.1836	0.2103	-0.563	-0.6048	-0.4935	-0.2551	-0.5587	-0.2358	-0.4512	0.7174	-0.3808	-0.1592	0.3372	0.4693	-0.004829	-0.06158	-0.175	-0.05084	0.4032	-0.06276	-0.1091	-0.1738	-0.1104	-0.8591	-0.1255	-0.04528	1.017	-0.4127	0.1888	-0.7825	0.113	0.2569	-0.0468	-0.2835	0.2126	-0.09547	-0.5355	-0.009961	-0.1086	-0.6443	-0.1192	0.09926
79894	ZNF672	0.4535	-0.0482	-0.2214	0.4602	0.384	-0.1195	-0.9347	0.6243	-0.5807	0.3975	0.3249	0.2457	-0.338	0.2292	0.08102	0.2654	0.3963	-0.1315	0.5597	-0.03873	1.558	0.6448	0.1703	0.1965	-0.307	0.1236	1.626	8.89E-10	0.4314	1.112	0.3406	0.2303	-0.1703	0.3354	0.009442	0.1628	0.03586	0.1028	-0.4074	0.1817	-0.5864	-0.1304	-0.7396	-0.6105	-0.4346	-0.515	-0.4847	0.1889	-0.6901	0.1779	-0.1164	-0.3224	-0.4823	0.2647	-0.3297	-0.3277	-0.03354	-0.3535	-0.456	-0.2654	0.2125	-0.8078	-0.1177	-0.06945	0.1385	-0.06263	0.3685	0.1698	-0.04712	0.1411	0.8646	0.5655	-0.4113	-0.01569	-0.3522	0.3728	-0.2344	0.4142	-0.2831	0.1156	0.1635	-0.03855
4259	MGST3	-0.6071	-0.2509	0.9189	0.5189	0.6344	0.22	0.2094	0.06401	0.4379	0.1317	0.5459	0.31	1.076	0.6188	1.285	0.8533	0.5544	-0.2213	0.3859	-0.1046	0.08946	0.6226	1.157	0.07316	0.6183	0.9181	0.3208	1.489	1.301	-0.3228	1.095	2.07E-09	-0.7727	-0.02769	-0.09344	0.9742	-0.224	-0.01674	0.1492	-0.03064	-0.267	-0.2449	-0.5731	-0.1288	-1.146	-0.33	-0.4672	-0.5332	-0.4159	0.3664	0.2072	-0.2049	-0.4226	-0.3966	-0.1433	-0.2004	0.1414	-0.3261	0.29	-0.3532	-0.3163	-0.1602	-0.2665	0.3657	-0.4861	0.07839	1.05	-0.3676	-0.1122	-0.292	0.8636	1.753	-0.5364	0.5052	-0.317	0.9901	0.1642	0.4629	-0.8168	0.1893	-0.9671	-0.9362
643224	LOC643224	1.14	0.2356	0.009222	0.1507	0.5386	-0.02766	0.5081	0.5167	0.1393	0.3481	0.6516	0.7206	-0.1854	-0.208	0.4717	0.5958	0.8476	0.2506	-0.2963	0.352	0.1684	0.4105	0.2029	0.3714	-0.5806	0.2076	-0.02135	0.2472	-0.5175	0.4931	2.24E-08	0.2809	-0.3469	-0.3611	0.03994	0.2074	0.5372	-0.3063	-0.4541	-0.3201	-0.08326	0.02943	-2.077	-0.2907	-0.2282	0.7567	-0.35	-0.2076	-0.1915	-0.5923	-0.4062	-0.2211	-0.3998	-0.4374	-0.595	-0.4362	-0.6258	0.1966	-0.1887	-0.3613	0.2562	-0.4703	-0.2806	-0.183	-0.628	0.04746	0.2428	-0.4288	0.2674	-0.5241	-0.4115	-0.1937	-0.1495	-0.3659	0.06976	-0.06008	0.2528	0.4359	0.04849	0.1319	-1.145	-0.602
10383	TUBB2C	1.143	0.3464	-0.1379	-0.2007	0.3034	-0.0366	0.3742	0.6344	-0.1238	0.4114	0.3035	0.8951	-0.4465	-0.4539	0.3635	1.96E-08	0.4395	0.0078	-0.1897	0.0883	-0.0662	0.3651	-0.0087	0.5314	-0.7028	-0.0355	0.0928	0.4777	-0.5118	0.9186	-0.1033	0.474	-0.1539	-0.2963	-0.133	0.2591	0.3415	-0.2255	-0.5321	-0.3665	0.2849	0.4039	-0.9814	-0.1391	-0.2967	0.0745	-0.2428	0.1172	0.2637	-0.4722	-0.3006	-0.0434	-0.0715	-0.3756	-0.6262	-0.3394	-0.6497	0.151	-0.2428	-0.3677	0.3439	-0.5197	-0.5255	0.0745	-0.5179	0.1485	0.0072	-0.3228	0.2044	-0.5801	-0.1939	-0.0863	0.0277	-0.2256	0.1461	0.0711	0.4328	0.6005	0.2498	0.3889	-0.9258	-0.6759
6596	HLTF	0.8366	0.1881	0.4526	0.639	0.5024	-0.101	0.9449	0.2833	0.2982	0.191	0.9362	0.4459	-0.1213	0.3653	-0.0785	0.007	0.9698	0.1945	0.0876	1.067	0.7676	0.8442	0.0782	-0.2251	0.9318	0.1357	0.3924	0.08	0.1526	-0.5097	0.4301	-0.1609	-0.4409	0.1869	0.803	0.3041	-0.115	-0.0877	0.2437	-0.0492	-1.43E-08	0.2353	-0.4054	-0.6632	0.5077	-0.0653	-0.312	-0.1345	-0.3351	0.1822	0.3568	0.4959	-0.201	-0.2832	-0.252	-0.6104	-0.0478	-0.1403	-0.024	-0.5559	0.0417	-0.0681	0.2974	-1.193	-0.5339	-0.8274	0.8952	-0.4196	-0.6206	-1.261	-0.7351	0.599	-1.456	-0.0451	0.1564	-0.2496	-0.7133	-1.43E-08	-0.1822	0.5595	-0.8314	-0.5253
4291	MLF1	-0.1848	-0.9646	-0.0743	0.4212	1.093	0.5967	0.7264	0.6661	1.288	0.5643	1.124	-0.4876	1.016	0.6206	0.8365	0.6399	1.064	-0.4628	0.5676	0.3912	-0.2858	0.6021	0.3212	1.01	1.461	0.8729	1.151	0.6907	0.0079	-0.3597	-0.1685	0.0235	-0.955	-0.1345	0.8943	0.6396	1.049	-0.4046	0.1841	-0.1095	-0.138	0.0851	0.2574	0.0083	-0.8802	-7.63E-09	0.3276	-1.036	-0.5557	-0.2953	0.8357	-0.7878	-0.7694	-0.5191	-0.8777	-0.9262	0.0303	0.1309	1.122	-0.0814	0.2147	0.3196	-0.4831	-1.614	-1.149	0.4942	1.12	-0.6893	-0.0863	-0.5818	-0.9	0.4106	-1.215	0.1927	0.0092	0.8079	-0.2112	-0.4595	-0.9713	0.4352	-1.984	-1.387
54625	PARP14	0.7382	0.5676	0.5356	0.0414	1.179	0.7683	0.6404	-0.1959	-0.2517	0.5111	0.953	0.9912	0.3448	0.6661	-0.4365	0.0352	0.3038	0.5978	0.6935	0.8691	1.436	-0.022	-5.93E-08	-0.948	0.896	-1.018	-1.591	1.04	-0.9927	0.094	0.011	0.1015	0.0618	0.7829	0.777	0.0172	-0.3025	-0.1036	-0.3722	-0.577	-1.222	-0.5869	0.3138	0.167	-1.523	-0.4376	-0.861	-0.5976	-1.014	0.2286	0.1879	-0.3366	-0.5898	0.1705	0.483	-0.2272	-0.1221	-0.9884	-0.1314	-0.9598	-1.186	-1.684	-0.5644	0.1182	0.4627	-0.5295	1.26	0.028	0.2359	-0.4466	-0.1409	0.5465	-0.0506	-0.593	-1.25	1.066	-0.4209	0.2511	0.5532	0.9635	0.0729	0.2874
5359	PLSCR1	0.145	0.3119	0.9811	0.9376	0.1641	0.9535	0.7835	-0.8291	-0.6495	0.4992	1.939	1.375	0.7241	0.8876	0.5053	1.775	0.1959	-0.551	0.931	1.355	1.689	1.189	1.559	0.7488	1.859	0.1555	-0.2656	0.9197	0.3273	-1.229	0.2133	0.089	0.9306	-0.3116	0.4321	0.6907	0.7477	0.274	-0.3833	-0.3414	-0.5875	-0.3827	-0.8034	-0.0715	-0.9854	-1.038	-0.6729	-0.7119	-0.4653	0.6015	-1.383	-0.5404	0.6164	-0.6363	-0.588	-0.4383	-1.285	-0.6765	-0.1426	-0.1786	-0.6329	0.3805	0.2928	-1.214	0.1794	-0.2155	1.605	-0.1056	0.0558	-0.8617	-1.6	0.5258	-0.4427	-1.11	-0.3781	-0.0893	-1.054	-0.7937	-0.488	-1.248	0.2236	0.2941
151636	DTX3L	0.6813	-0.04154	0.1516	0.06901	0.3199	0.9854	1.098	-0.5668	-0.4206	1.04	0.8154	1.073	-0.1788	0.4422	0.3354	0.2863	0.6435	-0.3657	0.3695	0.3443	0.9327	0.004776	-0.5259	-0.321	0.2644	-0.9159	-0.3143	0.6505	-0.05188	-0.3719	-0.1468	0.6734	1.01	0.312	0.4692	0.614	0.28	0.1044	0.0913	-0.1609	-0.1534	0.1426	0.4274	-0.64	-0.2849	-0.6894	-0.5606	-0.8166	-0.1242	1.167	-0.03276	-0.5995	0.09884	0.03502	-0.1829	-0.4054	-0.7789	-0.7313	0.05709	-0.8154	-0.4188	-0.5464	0.09239	-0.3294	0.1783	0.1882	0.224307999	-0.09408	0.2915	-0.5094	-0.2375	0.04076	-0.1786	-0.02418	-0.7405	1.296	0.2213	0.3014	-0.4753	0.04394	0.2239	0.06548
219285	SAMD9L	0.0856	0.9608	0.9595	0.2097	0.0188	1.116	0.9879	3.99E-08	0.3271	0.5247	1.837	1.906	0.3748	1.352	0.9898	-0.2919	-0.8868	-0.2167	0.7849	0.0138	1.311	0.0058	0.2499	-0.6338	-0.0875	-0.9319	-1.603	0.7671	-1.114	0.4963	1.566	0.7369	0.9087	0.3399	0.1715	0.9735	0.8063	0.2665	0.0599	-0.2887	-0.6557	0.0173	0.0571	-1.601	-1.685	-1.749	-0.9547	-0.8276	-0.1697	1.121	-0.135	-1.486	-0.5383	-0.0412	-0.7559	-0.2378	-1.568	-1.188	-0.3359	-1.054	-0.7341	0.2306	-0.2272	-0.7026	0.8136	-1.151	0.4054	-0.2932	-0.2956	-2.242	0.0663	-0.5775	-1.524	-1.075	-0.2828	0.7197	-0.2322	-0.3614	0.0778	-0.3669	0.3252	0.938
6772	STAT1	1.307	0.6786	1.282	0.02377	1.392	1.375	1.092	0.2053	-0.774	0.4153	1.568	2	0.8798	0.4289	0.6122	0.1624	0.05214	0.7928	1.858	1.65	2.231	0.2034	-0.1599	0.1679	-0.1929	0.3798	-1.958	1.602	-0.4007	0.3546	0.9103	0.4717	0.3446	-0.04745	0.6962	0.02457	0.8277	-0.2725	4.35E-08	-0.5804	-1.326	-0.8461	0.2322	-1.16	-1.029	-1.236	-1.109	-1.249	-1.564	0.7226	-1.007	-1.6	0.253	-0.4201	-0.4594	-0.7395	-1.651	-1.309	-1.357	-1.389	-0.7638	-0.3347	0.6065	-2.15	0.1325	-0.702	1.368	-0.4942	-0.2455	-1.034	-1.571	0.0676	-0.9231	-1.212	-0.887	-0.07078	-0.5566	-0.6496	0.2878	-0.3031	0.04545	1.225
79132	LGP2	0.1182	-0.5784	0.09921	0.02249	0.0629	0.2874	0.1245	0.4656	0.02019	0.1288	0.3324	0.4287	-0.03491	0.05043	-0.3695	0.2798	0.242	-0.3357	-0.03457	-0.1115	0.2993	0.2427	-0.07913	0.712	0.5365	0.3953	-0.4189	0.733	0.1285	0.08456	0.5051	0.7448	0.09875	0.6171	0.4727	0.2383	-0.08576	0.1274	0.152	-0.03813	-0.3372	0.2208	0.1546	-0.4529	-0.604	-0.5035	-0.3924	0.07523	-0.5656	0.879	0.1408	-0.2815	0.4743	-0.1775	-0.03266	-0.1623	0.05857	-0.3802	0.1064	-0.289	0.3362	-0.657	-9.83E-09	-0.1523	-0.4296	-0.3614	0.7628	-0.05749	0.7106	-0.3559	0.1433	0.7757	-0.1124	-0.5236	-0.4298	0.2225	-0.509	-0.245	-0.4215	-0.08743	-0.07839	-0.2788
5052	PRDX1	0.3071	0.3764	0.0855	-0.0088	0.1695	0.2061	-0.0939	0.3065	1.339	0.33	0.5956	0.798	0.5169	0.7101	1.39	0.3331	0.1893	1.241	0.5541	0.7783	0.2848	0.4881	0.6899	-0.1886	0.3413	0.0074	0.2554	-0.0194	-0.7008	-0.5256	0.2966	0.21	-0.2395	-0.217	0.8072	-0.0555	-0.1556	0.0921	0.0537	-0.5604	0.7027	0.0728	-0.5285	-0.8776	-0.5122	0.2909	-0.5379	-0.5253	-0.597	0.0737	-0.3313	-0.1002	0.2597	-0.6651	-1.329	-0.3435	-0.7585	-0.7923	0.1261	-0.7554	-0.3032	-0.3358	-0.5621	-0.9296	-0.5128	-0.1739	0.3691	-0.7313	-0.3129	0.151	-1.249	-0.2809	0.7494	-0.9736	-0.2165	0.1679	-0.3783	-0.1638	-1.45E-09	-0.2188	-1.119	0.1954
27316	RBMX	-0.1154	0.3296	0.0171	-0.1664	0.3571	0.2189	-0.1538	0.4754	0.383	-0.1996	0.1994	0.4343	-0.2901	0.7373	0.3153	0.075	0.0485	0.2136	0.4095	0.0961	0.111	0.0842	0.1849	0.2466	0.0739	0.0475	0.1444	0.1631	0.2883	0.2134	0.1258	0.04	0.1768	0.0839	-0.033	0.2219	-0.0244	0.2215	0.3202	0.0028	0.132	-0.2639	-0.7084	-0.1984	-0.0417	-0.7128	0.0334	-0.2237	-0.0312	-2.47E-08	-0.3801	-0.2793	-0.3282	-0.2426	0.3689	-0.1858	-0.2569	-0.0732	-0.1724	0.2226	-0.0437	-0.0806	-0.0928	-0.5848	-0.1248	-0.0601	-0.3239	-0.6429	-0.0956	-0.5625	0.1626	-0.7406	-0.8144	0.4411	0.1638	0.0055	-0.4588	-0.0263	-0.505	-0.332	-0.2399	0.2796
10606	PAICS	-0.3	0.5889	1.936	-0.5278	0.0414	0.5124	0.4002	0.4544	0.5885	-0.2957	3.24E-08	0.4118	-0.3684	0.4374	1.209	0.5615	0.7414	0.1271	0.641	0.0025	0.7688	0.4393	0.1767	0.6193	1.287	0.6589	0.6393	0.1815	0.4575	-0.176	0.0362	-0.329	0.192	-0.4015	0.4605	-0.4525	-0.503	-0.269	0.6684	-0.7808	0.1956	-0.0669	-0.3463	-0.2106	0.4579	-0.0732	0.0014	-0.853	-0.6099	-0.479	0.3877	0.1208	-0.4142	-0.1643	-0.5193	-0.8579	-0.126	-0.6107	-0.5448	-0.4044	-0.9395	-0.286	0.0235	-1.189	-0.1236	-0.2053	-0.3779	-1.315	-0.4796	-0.5215	-0.4932	-0.376	-0.2478	0.0795	-0.1708	0.0333	-0.1453	0.0103	-0.9011	-0.1801	-1.18	-0.2675
79572	ATP13A3	0.02502	0.04259	0.1116	0.5951	0.4687	0.05052	0.2833	0.2188	0.5907	0.8153	0.7215	0.7373	0.5029	1.488	0.1029	0.08209	0.4219	0.1441	-0.3312	0.420627	0.7204	1.33	0.4675	0.452	1.365	0.3766	1.219	-0.359	-0.289	-0.5558	0.1287	-0.3655	-0.06128	-0.9016	0.6512	0.01218	0.2038	0.2712	-0.3595	-0.134	0.0952	0.1649	-0.1166	0.2832	-0.3505	-0.4537	-0.2182	-0.6627	-0.6611	-0.3194	-0.6589	-0.2015	-0.2257	-0.1686	0.05663	-0.1588	0.09416	0.1892	0.4029	0.1539	-0.1701	-0.2894	-0.5843	-0.5826	-0.7707	-0.2172	0.3552	-0.3318	-0.1735	-0.3554	-0.1497	0.04949	-0.5354	0.2532	0.1858	-0.01218	-0.3001	-0.2994	-0.2296	-0.5097	-0.192	0.2421
26973	CHORDC1	-0.4514	0.4801	0.7953	1.939	0.1602	0.5521	0.8694	-0.2483	0.96	0.4647	0.5381	0.233	0.364	0.2889	0.7776	0.8272	0.8151	1.072	-0.2185	1.418	1.28	0.7908	1.022	1.005	1.265	-0.4689	-0.0034	0.1371	-0.0025	-0.2483	0.0744	-0.0583	-0.3057	-0.4099	-0.1761	0.6915	-0.1404	0.215	0.0013	-0.3731	-0.4815	-0.4113	-0.1512	-0.6389	-0.2003	-0.1974	-0.5877	-0.3308	0.3131	0.0465	-0.8994	-0.402	-0.7121	2.74E-08	-0.4037	-0.1803	-0.1273	-0.0201	-0.0802	-0.3219	0.7893	-0.0043	-0.5922	-0.0401	-0.4859	-0.4766	-0.1258	-0.9611	-0.6093	-0.4399	0.3144	0.2447	0.3268	-0.4274	-0.5462	0.1903	-0.9454	0.013	0.0219	0.2244	0.6389	0.3211
151188	ARL6IP6	0.3847	0.5653	0.592	0.1165	-0.1955	0.1499	0.3762	2.58E-08	-0.1153	0.4108	0.4924	-0.2903	0.0757	0.7005	0.406	0.6399	1.936	0.7766	0.9422	0.9062	1.26	0.4673	0.4273	0.9598	0.6112	1.022	-0.5976	0.986	1.036	-0.1877	-0.0427	0.3683	0.0341	-0.406	0.2686	0.2969	-0.0052	0.3965	-0.1199	-0.2717	-0.0398	0.1458	0.7116	-0.1567	-0.5723	-0.7009	-0.2732	0.142	-0.0742	0.1564	-0.2287	-0.1941	0.329	-0.2273	-0.2982	-0.3845	-0.5275	-0.1245	-0.3617	-0.1852	-0.2222	0.7412	-0.126	-1.442	-0.4878	-0.2311	-0.3554	-0.3158	0.1131	0.2202	-0.4867	-0.4242	0.283	-0.1275	-0.1673	0.201	-0.2301	-0.0094	-0.2559	-0.604	0.3126	0.1977
57380	MRS2L	0.0265	-0.0999	0.115	0.6674	0.4619	0.3138	0.2253	0.5217	-0.2324	1.40E-08	0.3336	0.9304	0.6636	-0.1443	0.7634	0.8216	0.7694	1.126	-0.1346	-0.2601	0.2145	0.6663	0.4191	0.549	0.8823	0.3123	0.3785	0.0976	0.7116	0.2219	0.3255	0.435	-0.1875	-0.2545	0.0497	-0.2388	0.1417	0.1315	0.958	-0.1382	-0.1803	-0.5346	0.489	-0.6539	-0.3979	0.021	-0.2659	-0.5594	-0.1397	-0.0973	-0.6203	-0.2752	-0.4172	-0.4397	-0.4786	-0.7742	-0.2552	-0.0903	-0.5159	-0.3068	-0.0369	-0.3787	-0.2688	-0.7882	-0.8659	-0.0596	0.1854	0.1905	-0.1041	0.1271	0.1722	0.3395	-0.2508	-0.5222	-0.0313	0.3966	-0.3797	-0.1498	-0.2436	-0.5642	0.1278	0.1412
